mpx5500_pressure_hpa,rh_temp_c,humidity_pct,lpl_signal,mpl_signal,spl_signal,lgr_ch4_ppm,lgr_co2_ppm
1977.19,25.18,50.35,38289659,1130322,1679681,2.009215,427.6697
2004.34,25.19,50.35,38288150,1130494,1679681,2.011176,427.1984
1988.05,25.19,50.33,38296667,1130763,1680725,2.011317,427.2407
1960.9,25.2,50.34,38302245,1130673,1681199,2.010567,427.5787
1874.01,25.2,50.34,38302245,1130517,1680111,2.011173,427.1572
1988.05,25.2,50.35,38304399,1130517,1680523,2.011502,427.2793
1982.62,25.2,50.35,38304399,1130384,1680484,2.010263,427.6717
1982.62,25.21,50.37,38305777,1130302,1680953,2.010042,427.5894
1993.48,25.21,50.37,38303641,1130138,1680944,2.011384,427.3684
1960.9,25.21,50.40,38309478,1130299,1680944,2.010702,427.8338
1998.91,25.21,50.44,38303147,1129637,1682003,2.010239,427.4722
2042.36,25.22,50.44,38297394,1129328,1682003,2.011328,427.0012
2004.34,25.22,50.44,38297394,1129480,1683112,2.009617,427.767
2015.21,25.23,50.56,38319148,1129533,1683061,2.010803,427.6246
1993.48,25.23,50.56,38318603,1129340,1683883,2.011062,427.1987
2036.93,25.24,50.56,38318603,1128970,1683994,2.011216,427.0146
1982.62,25.25,50.51,38318603,1129289,1684360,2.011683,427.3841
1988.05,25.26,50.51,38316488,1129303,1684360,2.010875,426.8899
1977.19,25.26,50.51,38317555,1129303,1685542,2.010039,427.3691
1998.91,25.26,50.51,38321041,1129851,1685451,2.010324,427.2999
2015.21,25.27,50.39,38319309,1129831,1685451,2.010895,426.9578
2009.78,25.27,50.35,38321985,1129962,1685052,2.010933,427.1937
2004.34,25.27,50.34,38317932,1130163,1685924,2.009605,427.8139
2020.64,25.29,50.33,38324660,1130358,1684802,2.009622,427.0933
1993.48,25.3,50.32,38324660,1130358,1686261,2.011827,427.0856
1977.19,25.3,50.31,38326151,1129919,1686497,2.01131,427.3494
2020.64,25.31,50.28,38320196,1129919,1686497,2.010977,427.8912
2009.78,25.32,50.28,38329590,1130055,1686839,2.01157,427.2188
1993.48,25.32,50.28,38324964,1130147,1686780,2.011485,427.2719
2009.78,25.33,50.24,38322419,1129886,1686780,2.010602,426.8765
1998.91,25.33,50.24,38326493,1130174,1687167,2.010515,427.2108
1988.05,25.33,50.26,38323355,1129827,1686608,2.011014,427.6792
2031.5,25.34,50.26,38323355,1129556,1686608,2.011523,427.3131
1988.05,25.34,50.30,38331007,1129446,1688922,2.010296,427.3206
1998.91,25.34,50.30,38323699,1129158,1687600,2.011474,427.3809
1998.91,25.35,50.30,38337902,1129421,1688841,2.010673,427.7871
2036.93,25.35,50.31,38329740,1129222,1688939,2.010374,427.4351
2145.54,25.36,50.31,38325431,1129026,1688939,2.011345,427.2091
1988.05,25.36,50.29,38327723,1129025,1689384,2.010875,427.2843
2031.5,25.37,50.29,38340922,1129025,1690087,2.010023,427.6785
2042.36,25.37,50.27,38327999,1129069,1690412,2.010023,427.6785
2031.5,25.37,50.23,38331593,1129303,1690968,2.010002,427.3452
1993.48,25.37,50.22,38335892,1129539,1690983,2.011112,427.4187
2020.64,25.38,50.17,38332159,1129325,1690563,2.010935,427.2663
2004.34,25.38,50.14,38326829,1129554,1690563,2.010982,426.8335
2020.64,25.39,50.10,38326829,1130030,1692426,2.010663,427.3481
2020.64,25.39,50.06,38326829,1130420,1691198,2.011438,427.6366
2069.51,25.39,50.02,38331293,1130569,1691238,2.011254,427.603
2020.64,25.4,50.02,38331404,1130569,1691238,2.011894,427.2179
2015.21,25.4,49.95,38340129,1131008,1691442,2.010983,427.211
1982.62,25.41,49.91,38340129,1130971,1692014,2.008436,427.5482
1971.76,25.41,49.91,38325195,1130971,1690776,2.010821,427.3976
1998.91,25.41,49.77,38323371,1131349,1690671,2.010814,426.8917
1955.47,25.41,49.71,38314615,1131726,1690534,2.009421,427.0562
1998.91,25.42,49.69,38314615,1132147,1690534,2.010429,427.3929
2004.34,25.41,49.69,38326557,1132384,1691508,2.010566,427.6517
1960.9,25.41,49.59,38323249,1132433,1692135,2.011136,427.6835
1993.48,25.41,49.56,38313197,1132625,1691593,2.010938,427.0851
2009.78,25.41,49.52,38319122,1132625,1692029,2.010861,427.243
2047.79,25.41,49.52,38316671,1132169,1692029,2.010222,427.2697
2042.36,25.4,49.56,38319268,1131717,1692391,2.010139,426.6361
2047.79,25.4,49.56,38322287,1131619,1692213,2.011909,427.1509
2026.07,25.4,49.63,38322287,1131085,1692056,2.011191,427.6982
2069.51,25.4,49.63,38322287,1130001,1692166,2.011482,427.5731
2009.78,25.4,49.77,38329808,1129697,1693414,2.010325,427.9674
2042.36,25.39,49.86,38318985,1128966,1692831,2.012713,426.9379
2036.93,25.39,49.86,38337095,1128882,1693512,2.010414,427.4639
2058.65,25.39,49.86,38324840,1128661,1694704,2.011055,427.445
2036.93,25.39,49.94,38318788,1128406,1694704,2.011568,426.9135
2074.94,25.39,49.95,38328117,1128613,1693982,2.01103,427.0996
1988.05,25.39,49.97,38318819,1128332,1693087,2.011894,427.1679
2112.96,25.39,49.97,38316267,1128235,1693267,2.010503,427.1433
2074.94,25.39,49.96,38313643,1128419,1693719,2.011403,426.9744
1988.05,25.38,49.97,38318052,1128279,1692642,2.010142,426.8267
2112.96,25.38,49.97,38321096,1128339,1693880,2.010895,427.2302
2058.65,25.37,49.97,38321096,1127995,1694333,2.01166,427.183
2042.36,25.37,50.00,38309092,1127804,1693255,2.010378,427.204
2026.07,25.37,50.03,38317954,1127809,1693058,2.011673,427.6639
1998.91,25.37,50.03,38316136,1127921,1692748,2.011414,427.2417
2069.51,25.37,50.03,38320706,1127921,1692760,2.01015,427.3501
2085.8,25.36,50.03,38310711,1127921,1693037,2.009462,427.5112
2074.94,25.36,50.00,38315710,1128242,1693037,2.010658,426.956
2085.8,25.36,49.99,38321779,1128463,1693037,2.010141,427.4173
2069.51,25.36,49.98,38314868,1128291,1692152,2.01082,427.3137
2069.51,25.36,49.98,38313698,1128153,1693099,2.011613,427.1263
2145.54,25.35,50.00,38305783,1128105,1692823,2.010813,427.2359
1993.48,25.35,50.03,38305783,1128384,1691978,2.00983,427.4518
2064.08,25.35,50.04,38313713,1128160,1692653,2.011192,427.0482
2053.22,25.34,50.05,38307543,1127990,1692939,2.010638,427.3549
2064.08,25.34,50.04,38307543,1127836,1691892,2.011499,427.2634
2069.51,25.34,50.04,38317626,1128280,1693296,2.010757,427.1658
2058.65,25.34,50.01,38308925,1128074,1692930,2.010892,427.2877
2015.21,25.34,50.00,38308925,1128258,1691967,2.010317,427.4704
2026.07,25.34,50.00,38316845,1128473,1692640,2.010024,427.2889
2042.36,25.34,50.00,38310461,1128451,1692207,2.011347,427.3414
2036.93,25.34,49.98,38310461,1128486,1691246,2.012105,427.6877
2036.93,25.34,49.97,38318289,1128818,1691912,2.010005,427.2339
2058.65,25.34,49.97,38312142,1128818,1691377,2.010531,427.3411
2036.93,25.34,49.91,38312142,1128828,1691233,2.008857,427.2731
2053.22,25.34,49.91,38312142,1128204,1691233,2.010791,427.3475
2058.65,25.33,49.91,38312142,1128325,1692444,2.010538,427.3235
2020.64,25.33,49.91,38305656,1128009,1692845,2.010939,427.1838
2069.51,25.33,49.91,38305656,1128308,1692845,2.009568,427.3274
2112.96,25.33,49.99,38306362,1127949,1690885,2.010286,427.4576
2156.4,25.33,49.99,38312102,1128334,1691700,2.010645,427.2272
2069.51,25.32,49.95,38312518,1128499,1691296,2.009754,427.3187
2042.36,25.32,49.95,38309270,1128371,1690526,2.009192,427.6629
2058.65,25.32,49.96,38302828,1128323,1690526,2.009661,427.6539
2042.36,25.32,49.99,38306252,1128178,1690526,2.009455,427.1651
2167.26,25.32,50.00,38313516,1128258,1690526,2.009638,427.3482
2036.93,25.32,50.03,38292345,1127634,1689451,2.012514,427.0748
2015.21,25.32,50.07,38305466,1127623,1689627,2.010175,427.1729
2091.23,25.32,50.09,38300398,1126922,1689208,2.011658,427.3152
2009.78,25.31,50.17,38303864,1126922,1690295,2.010792,427.3077
2053.22,25.31,50.17,38306661,1126918,1690529,2.009688,427.2632
2036.93,25.31,50.27,38296879,1126345,1689558,2.010355,427.0256
2042.36,25.31,50.28,38314043,1126796,1689558,2.010814,426.9485
2058.65,25.31,50.33,38314043,1126544,1688795,2.011565,427.171
2047.79,25.31,50.35,38313476,1126654,1690351,2.010813,427.2384
2074.94,25.3,50.35,38306624,1126221,1690351,2.010864,426.9004
2069.51,25.3,50.36,38306624,1126529,1690328,2.010604,427.0245
2069.51,25.3,50.37,38309132,1126432,1690387,2.011416,426.895
2085.8,25.31,50.37,38309132,1126245,1688793,2.010522,427.3562
2047.79,25.31,50.37,38300027,1126386,1690389,2.011014,427.1851
2042.36,25.31,50.35,38309929,1126736,1689967,2.011071,427.2722
2053.22,25.31,50.32,38301406,1126405,1688075,2.011688,426.8594
2031.5,25.3,50.32,38301406,1126973,1688976,2.010836,427.6737
2020.64,25.3,50.32,38300163,1126955,1688976,2.011225,426.9638
2064.08,25.3,50.24,38323008,1127698,1688516,2.011225,426.9638
2058.65,25.3,50.23,38311962,1127873,1688516,2.011149,427.4406
2042.36,25.3,50.21,38306685,1127465,1689380,2.010904,427.3506
2096.67,25.3,50.19,38300518,1127551,1688992,2.011985,427.2586
2042.36,25.3,50.18,38302642,1127788,1688835,2.009531,427.4683
2145.54,25.3,50.13,38302642,1128065,1688524,2.010723,427.4859
2009.78,25.3,50.08,38307750,1128571,1689271,2.009286,427.3758
2107.53,25.3,50.03,38305980,1128884,1688519,2.010463,427.5672
2091.23,25.3,50.00,38299627,1128928,1687354,2.00993,427.0226
2047.79,25.29,50.00,38295278,1128793,1687719,2.010461,427.1377
2074.94,25.29,49.92,38302617,1129200,1687660,2.010243,427.4325
2080.37,25.28,49.89,38291701,1129044,1687742,2.010733,426.9301
2074.94,25.28,49.87,38313694,1129771,1687742,2.010852,427.3968
2064.08,25.27,49.82,38308902,1129955,1690123,2.011287,427.3329
2091.23,25.27,49.81,38296134,1129645,1688454,2.010635,427.3809
2036.93,25.26,49.81,38294877,1130220,1688803,2.009456,427.0222
2085.8,25.26,49.69,38296700,1130373,1688803,2.010977,427.2043
2047.79,25.25,49.66,38287395,1130423,1689007,2.010007,427.127
2053.22,25.24,49.66,38287672,1131071,1689007,2.01167,427.0626
2074.94,25.23,49.56,38285651,1131471,1687055,2.010953,426.9437
2064.08,25.23,49.56,38273869,1131470,1685388,2.01161,426.9189
2036.93,25.23,49.47,38282283,1132059,1687219,2.01035,427.1556
2069.51,25.22,49.46,38270617,1132000,1686184,2.01087,426.9151
2161.83,25.21,49.46,38270617,1132323,1685452,2.010298,427.2499
2058.65,25.2,49.37,38270038,1132328,1685909,2.01108,427.3122
2107.53,25.19,49.33,38269177,1132653,1685579,2.010521,427.407
2074.94,25.18,49.29,38269499,1132843,1684947,2.009935,427.0844
2085.8,25.18,49.26,38269948,1133283,1684350,2.010019,427.4089
2091.23,25.17,49.26,38258975,1133234,1683925,2.012085,427.1326
2102.1,25.15,49.19,38261295,1133520,1683174,2.00967,426.9095
2058.65,25.15,49.18,38254067,1133439,1682238,2.010706,426.9897
2074.94,25.14,49.16,38253292,1133535,1681173,2.009777,427.1344
2096.67,25.13,49.12,38249448,1133665,1681379,2.010912,427.6127
2085.8,25.13,49.11,38249448,1133891,1681215,2.00985,427.0719
2080.37,25.11,49.11,38238534,1133777,1681184,2.010026,427.3586
2074.94,25.09,49.08,38256268,1134351,1681349,2.009891,427.304
2074.94,25.08,49.09,38243370,1134001,1680350,2.010198,427.692
2031.5,25.08,49.08,38235231,1134458,1680060,2.010862,427.379
2047.79,25.05,49.08,38235231,1134741,1678822,2.010904,427.1927
2156.4,25.04,49.08,38235231,1134570,1678321,2.010482,427.5304
2074.94,25.02,49.09,38234113,1134478,1677575,2.009996,427.211
2074.94,25.02,49.09,38231334,1134912,1677132,2.011344,426.762
2145.54,25.01,49.08,38229583,1134886,1676807,2.010378,426.9645
2085.8,25.0,49.07,38226257,1134831,1676807,2.011155,427.1196
2047.79,24.99,49.07,38226257,1135092,1674895,2.009774,427.4302
2047.79,24.97,49.09,38226257,1135246,1674794,2.010229,427.5561
2047.79,24.95,49.08,38226257,1135782,1674794,2.011154,427.2065
2069.51,24.94,49.06,38232868,1135967,1673173,2.010621,427.1316
2080.37,24.93,49.06,38233456,1136120,1672426,2.010496,427.0768
2058.65,24.93,49.05,38233456,1136120,1672334,2.00999,427.0754
2031.5,24.92,49.06,38223668,1135973,1671314,2.010206,426.8855
2150.97,24.92,49.06,38234947,1136256,1673099,2.008966,427.4541
2058.65,24.91,49.10,38228707,1135969,1672416,2.009883,427.0218
2009.78,24.9,49.10,38235368,1135969,1672416,2.010452,427.5177
1988.05,24.9,49.03,38229170,1136826,1670499,2.010207,427.5912
2080.37,24.9,48.95,38231997,1138472,1670499,2.011687,427.3093
2026.07,24.89,48.88,38235873,1138472,1669637,2.009972,427.323
2009.78,24.89,48.81,38221993,1140147,1668435,2.011286,427.2912
1998.91,24.88,48.81,38222984,1141783,1669397,2.009384,427.1787
1998.91,24.87,48.65,38222152,1142512,1667284,2.010215,427.4355
1960.9,24.86,48.57,38222152,1143181,1666470,2.010792,427.1024
1939.18,24.85,48.50,38222152,1144678,1665891,2.010123,427.4701
1906.59,24.83,48.45,38225778,1145419,1665978,2.011234,427.5063
1939.18,24.83,48.45,38231102,1145618,1665435,2.010892,427.6732
1982.62,24.81,48.42,38222162,1145815,1665377,2.009878,427.1332
1944.61,24.8,48.45,38234803,1146088,1664994,2.01,427.2257
1901.16,24.8,48.44,38234851,1145926,1663634,2.010001,427.3907
1960.9,24.8,48.46,38225288,1145867,1663623,2.009952,427.6741
1928.32,24.8,48.46,38238730,1146108,1664585,2.009964,427.0319
1922.88,24.8,48.46,38230844,1146240,1663834,2.010156,427.298
1890.3,24.8,48.42,38237555,1146588,1663834,2.010236,427.0756
1906.59,24.8,48.41,38237555,1146811,1663709,2.010836,427.0632
1906.59,24.8,48.45,38242052,1146683,1665769,2.010532,427.5757
1939.18,24.8,48.47,38245402,1145766,1665980,2.010906,427.4299
1863.15,24.81,48.53,38246061,1145181,1665552,2.008877,427.6588
1922.88,24.82,48.53,38239296,1144024,1664824,2.010341,427.4846
1944.61,24.83,48.66,38242355,1144007,1664804,2.010361,427.2059
1933.75,24.83,48.66,38242355,1143158,1664804,2.011086,426.8698
1906.59,24.84,48.66,38241216,1141903,1665846,2.010929,427.3928
1971.76,24.85,48.90,38241216,1141568,1666769,2.010819,426.8492
1966.33,24.86,48.98,38259874,1140874,1666769,2.009842,427.3197
2047.79,24.87,48.98,38260979,1140596,1666442,2.010318,427.5387
1960.9,24.87,49.06,38260979,1140596,1666417,2.00938,426.8936
1998.91,24.88,49.15,38262292,1140596,1666417,2.009651,426.7996
1960.9,24.89,49.15,38252745,1139142,1667956,2.011013,426.9823
1982.62,24.89,49.19,38259884,1139293,1668330,2.010205,427.4602
2053.22,24.89,49.22,38255638,1138598,1667419,2.010453,427.6832
2009.78,24.9,49.29,38262168,1137625,1668539,2.009224,427.5905
1960.9,24.91,49.37,38265610,1136952,1668861,2.010494,427.6345
1950.04,24.91,49.42,38252376,1136430,1667431,2.01077,427.3146
2085.8,24.91,49.45,38261472,1136468,1668122,2.010307,427.1956
1998.91,24.92,49.46,38261472,1135784,1668122,2.010243,427.7462
2031.5,24.93,49.50,38267171,1135619,1668800,2.009936,427.0544
2107.53,24.93,49.52,38252247,1134921,1668800,2.009989,426.8498
2015.21,24.93,49.56,38260821,1134931,1671596,2.00994,426.9255
2118.39,24.95,49.58,38262377,1134375,1669688,2.009711,427.4398
2042.36,24.96,49.58,38261114,1134218,1669688,2.00939,427.4547
1988.05,24.96,49.63,38260366,1134116,1670287,2.010265,427.3744
2004.34,24.96,49.66,38260366,1134116,1671513,2.010346,427.0732
2004.34,24.97,49.70,38259102,1133423,1670756,2.010672,427.1577
2058.65,24.97,49.73,38267342,1133081,1671712,2.010689,427.4196
2064.08,24.98,49.76,38270669,1133255,1671341,2.010517,427.6481
2036.93,24.98,49.78,38273878,1133269,1671341,2.010806,427.0904
2053.22,24.98,49.80,38273878,1132797,1671540,2.010916,427.3403
2118.39,24.98,49.83,38268310,1132566,1673768,2.008963,427.4558
2042.36,24.99,49.84,38274306,1132649,1673821,2.0102,427.4118
2058.65,24.99,49.85,38275422,1132308,1673120,2.009954,427.1673
2031.5,24.99,49.85,38272500,1132010,1673267,2.009823,427.0151
2134.68,24.99,49.89,38272500,1131780,1671709,2.011539,427.5133
2085.8,24.99,49.94,38282131,1131935,1673198,2.010859,427.1667
2085.8,25.0,49.99,38268832,1131363,1673129,2.011079,427.6861
2047.79,25.01,50.02,38270691,1130892,1673129,2.009076,427.4412
2096.67,25.01,50.07,38269793,1130588,1671846,2.01035,427.3127
2091.23,25.02,50.10,38271597,1130559,1672067,2.009787,426.9996
2042.36,25.02,50.15,38272018,1130288,1672987,2.010238,427.6367
2047.79,25.02,50.22,38267552,1129703,1672214,2.00997,427.4934
2085.8,25.02,50.26,38272820,1129673,1672214,2.011094,427.7227
2058.65,25.03,50.26,38272820,1129722,1673937,2.010274,427.576
2085.8,25.04,50.24,38276754,1129724,1673929,2.008897,427.3727
2069.51,25.04,50.23,38276754,1129247,1674215,2.009393,427.3494
2091.23,25.05,50.22,38274395,1129519,1674584,2.010425,427.6827
2053.22,25.05,50.22,38276945,1129596,1674164,2.009694,427.6073
2096.67,25.06,50.22,38284721,1129524,1675320,2.010185,427.2766
2069.51,25.06,50.31,38284721,1129087,1674555,2.010529,427.2814
2080.37,25.06,50.32,38274841,1129073,1675304,2.010733,427.5
2042.36,25.06,50.34,38277767,1129355,1674767,2.011036,427.5385
2150.97,25.07,50.34,38274079,1129306,1674767,2.010971,427.0625
2026.07,25.07,50.31,38273046,1129018,1673078,2.009601,426.9224
2129.25,25.07,50.31,38270511,1128829,1674331,2.011403,427.7911
2096.67,25.07,50.31,38279483,1129192,1674331,2.009743,427.3112
2161.83,25.07,50.30,38276187,1129109,1675474,2.010517,427.1851
2053.22,25.07,50.31,38276187,1129234,1675759,2.009367,427.6241
2053.22,25.09,50.27,38279163,1129253,1676500,2.010335,427.4056
2026.07,25.09,50.26,38282475,1129345,1677455,2.010753,427.5133
2036.93,25.09,50.24,38283188,1129429,1676761,2.010393,427.2546
2042.36,25.08,50.21,38280637,1129429,1676761,2.010789,427.3891
2080.37,25.08,50.20,38277927,1129717,1675218,2.010014,427.821
2058.65,25.08,50.20,38274976,1129506,1675903,2.009337,426.9944
2053.22,25.08,50.20,38269857,1129417,1676291,2.011359,427.33
2069.51,25.08,50.21,38280828,1129467,1675532,2.010686,427.5443
2096.67,25.08,50.19,38284907,1129753,1677111,2.009703,427.9527
2036.93,25.08,50.16,38273851,1129987,1677508,2.010067,427.3145
2036.93,25.08,50.16,38279093,1129987,1676566,2.010496,427.1581
2053.22,25.08,50.12,38268024,1130295,1676568,2.00951,427.8594
2042.36,25.08,50.11,38269934,1130450,1675972,2.010191,428.0173
2080.37,25.08,50.11,38280608,1130450,1675662,2.009642,427.4269
2004.34,25.08,50.11,38273073,1130641,1675563,2.010367,427.626
2009.78,25.08,50.11,38273432,1130610,1675731,2.01038,427.7697
2042.36,25.07,50.11,38271263,1130733,1675731,2.00975,427.4455
2047.79,25.07,50.11,38275838,1130615,1675266,2.009756,427.6777
2129.25,25.07,50.18,38271081,1130586,1676558,2.009725,427.883
2036.93,25.07,50.18,38268829,1130578,1675026,2.009084,427.1027
2004.34,25.07,50.16,38263854,1130865,1674453,2.008321,427.2731
1998.91,25.07,50.16,38270913,1131500,1673636,2.010676,427.2104
2004.34,25.07,50.16,38269162,1131517,1673862,2.011249,427.427
2020.64,25.06,50.13,38260944,1131603,1674067,2.009331,427.7739
1998.91,25.06,50.13,38268308,1131772,1674481,2.010488,427.7727
2004.34,25.06,50.11,38259947,1131948,1673778,2.009454,427.6782
2009.78,25.06,50.08,38265441,1132142,1673847,2.009814,427.3962
1977.19,25.06,50.07,38262994,1132172,1674314,2.01016,428.1347
2009.78,25.06,50.05,38265349,1132641,1673809,2.009182,427.1647
2009.78,25.06,50.05,38265074,1132805,1674077,2.009526,427.6829
2015.21,25.06,49.99,38260339,1133024,1673269,2.010492,427.846
1977.19,25.06,49.97,38268318,1133392,1673854,2.010133,427.6346
1977.19,25.06,49.96,38272067,1133634,1674282,2.009938,427.3592
1960.9,25.06,49.94,38260694,1133480,1674209,2.010421,427.6351
1971.76,25.06,49.92,38272799,1134483,1675370,2.009936,428.0745
1993.48,25.06,49.91,38271869,1134154,1674533,2.011949,427.394
1998.91,25.06,49.91,38271869,1133987,1674533,2.009705,427.4602
1971.76,25.05,49.94,38277569,1134210,1675121,2.009203,427.4024
1977.19,25.05,49.95,38277103,1134221,1675602,2.010387,427.4752
1993.48,25.06,49.95,38277103,1134167,1675602,2.009367,427.8151
1998.91,25.06,49.99,38287635,1134064,1675045,2.010621,427.4336
2004.34,25.06,50.02,38284382,1133671,1675045,2.009347,427.758
2053.22,25.06,50.04,38279680,1133730,1675698,2.008784,427.7934
1993.48,25.07,50.04,38280372,1133620,1675877,2.010101,427.619
1955.47,25.07,50.04,38285234,1133929,1676510,2.010572,427.4549
1922.88,25.07,50.03,38290239,1134140,1676606,2.010296,427.5467
1977.19,25.07,50.01,38294899,1134200,1676606,2.009488,427.9218
1982.62,25.07,49.98,38281227,1133817,1676444,2.009631,427.8459
1982.62,25.07,50.00,38281227,1133854,1676815,2.010627,427.5931
1988.05,25.08,50.03,38287013,1133854,1677732,2.009658,427.9778
2058.65,25.08,50.06,38287013,1133650,1677336,2.010281,427.2626
2064.08,25.08,50.06,38287013,1133103,1677336,2.009828,427.5542
1971.76,25.08,50.10,38285735,1132829,1676156,2.009889,427.7567
1966.33,25.08,50.10,38290518,1132858,1676824,2.01055,427.6767
1966.33,25.09,50.10,38290855,1133017,1677634,2.011814,427.4074
2015.21,25.09,50.09,38293445,1132946,1677634,2.009809,427.7092
1971.76,25.09,50.10,38284406,1132946,1676951,2.009962,427.6206
1971.76,25.09,50.08,38287863,1132926,1677444,2.009811,427.9684
2004.34,25.09,50.06,38287083,1133087,1677638,2.010304,427.6744
1971.76,25.09,50.06,38284097,1132939,1677020,2.008301,427.6737
1971.76,25.1,50.04,38294675,1133283,1677353,2.009782,427.8358
1966.33,25.1,50.04,38294675,1133036,1677418,2.010546,427.5175
2058.65,25.1,50.07,38282561,1132938,1678057,2.009418,427.6385
1998.91,25.1,50.07,38278402,1132610,1677448,2.009267,428.0876
2015.21,25.1,50.07,38281480,1132660,1677131,2.01012,427.3903
1993.48,25.1,50.10,38291031,1132919,1678790,2.01113,427.7766
1998.91,25.1,50.10,38291031,1132728,1678379,2.008248,427.4438
2047.79,25.1,50.08,38282921,1132728,1678379,2.009301,427.3446
1982.62,25.11,50.06,38288759,1132728,1678379,2.0098,427.5775
1971.76,25.11,50.06,38289006,1132645,1679439,2.010389,427.7777
1960.9,25.11,50.06,38280853,1132645,1679439,2.009245,427.7419
1998.91,25.11,50.09,38277186,1132295,1677653,2.010293,427.6572
2080.37,25.11,50.12,38282752,1131998,1678284,2.010564,427.614
2053.22,25.11,50.12,38290340,1132568,1678309,2.011148,427.8617
1971.76,25.11,50.15,38293004,1132361,1678615,2.009033,427.5069
1944.61,25.11,50.16,38283641,1131971,1678544,2.009358,427.6906
1998.91,25.12,50.16,38285347,1132153,1678444,2.01063,427.4007
1933.75,25.12,50.17,38283111,1131967,1679273,2.009737,427.7534
1939.18,25.12,50.17,38287692,1131861,1679816,2.01135,427.3561
1966.33,25.12,50.17,38287660,1131923,1679816,2.009443,427.6168
1955.47,25.12,50.19,38287791,1131858,1679046,2.011305,427.6763
1966.33,25.12,50.19,38292021,1131879,1680120,2.011054,427.5083
1982.62,25.13,50.21,38292021,1131610,1678718,2.010722,427.8424
1988.05,25.13,50.25,38292021,1131610,1680501,2.009361,427.8187
1993.48,25.13,50.26,38292021,1131587,1678538,2.010757,427.2439
1971.76,25.14,50.30,38300955,1131128,1680487,2.010289,427.7679
1998.91,25.14,50.33,38290766,1130965,1680280,2.009505,427.6158
1966.33,25.14,50.33,38281377,1130965,1678423,2.009484,427.6983
1971.76,25.15,50.38,38302179,1130846,1679619,2.010049,427.7332
1960.9,25.15,50.38,38305546,1131093,1681329,2.00991,427.5402
2009.78,25.16,50.38,38305546,1131006,1680392,2.010824,428.1542
1977.19,25.17,50.38,38304824,1131573,1680636,2.010629,427.487
1955.47,25.17,50.27,38308899,1131812,1681746,2.009878,427.7968
1960.9,25.17,50.27,38298031,1131639,1680684,2.009003,428.0924
1988.05,25.17,50.27,38294357,1131593,1679737,2.009924,427.5495
1993.48,25.17,50.26,38299355,1131593,1681385,2.009596,427.659
1933.75,25.18,50.23,38306642,1131755,1681401,2.008921,427.7691
1955.47,25.18,50.21,38306057,1131735,1682005,2.009867,427.6022
1998.91,25.18,50.19,38299897,1131658,1681024,2.010073,428.1326
1988.05,25.18,50.17,38303173,1132082,1682520,2.010329,427.371
1928.32,25.19,50.13,38305693,1132504,1682483,2.011283,427.3053
1988.05,25.19,50.10,38305693,1132345,1682483,2.009006,427.8775
2004.34,25.19,50.10,38300583,1132425,1682044,2.010004,427.5823
2020.64,25.2,50.04,38300771,1132853,1682500,2.008901,427.7846
1955.47,25.2,49.99,38315646,1133410,1682839,2.011097,427.1015
1982.62,25.2,49.99,38303856,1133438,1681880,2.009431,427.7754
1966.33,25.2,49.87,38310285,1133438,1683962,2.009706,427.6485
1993.48,25.21,49.79,38302647,1133970,1683056,2.009718,427.8344
2004.34,25.22,49.77,38306163,1134104,1682461,2.011665,428.0455
1960.9,25.22,49.76,38308974,1134414,1682461,2.011021,428.0149
1993.48,25.22,49.76,38307340,1134269,1683260,2.010672,428.3222
1977.19,25.22,49.75,38302489,1134166,1683260,2.009745,427.541
2004.34,25.22,49.75,38312016,1133936,1683546,2.01075,427.6638
1977.19,25.23,49.77,38304174,1133778,1682898,2.011556,427.6982
1977.19,25.23,49.77,38308255,1133818,1682784,2.01068,427.9112
1971.76,25.23,49.77,38309393,1133923,1683695,2.010564,427.7943
1977.19,25.23,49.76,38304241,1133745,1684124,2.010609,427.8506
1960.9,25.23,49.76,38313918,1133742,1683642,2.009558,427.7407
1955.47,25.24,49.76,38313693,1133708,1685068,2.009418,427.9524
2015.21,25.24,49.75,38321803,1133708,1684733,2.009831,427.997
1988.05,25.24,49.73,38315996,1133763,1684865,2.009804,427.4804
1998.91,25.24,49.72,38315996,1134072,1684644,2.010228,427.7644
1950.04,25.24,49.72,38317559,1134072,1684644,2.008642,428.0376
2004.34,25.24,49.73,38317975,1134033,1684987,2.009488,427.7668
1971.76,25.25,49.74,38313261,1133704,1684465,2.009958,427.7191
1993.48,25.25,49.73,38306531,1133469,1683632,2.010201,427.4062
2020.64,25.25,49.73,38309940,1133426,1683400,2.009711,428.0137
1977.19,25.25,49.73,38313822,1133369,1684272,2.010527,427.4686
2009.78,25.25,49.72,38303935,1133269,1683733,2.009892,427.5573
1960.9,25.25,49.72,38302494,1133269,1683733,2.009753,427.6726
1998.91,25.25,49.72,38303748,1133418,1684493,2.009368,428.2255
2036.93,25.26,49.69,38306040,1133524,1684591,2.008249,427.7714
1966.33,25.26,49.69,38320374,1133878,1685988,2.009807,427.76
1950.04,25.26,49.67,38308255,1133611,1685230,2.009939,427.1586
1988.05,25.26,49.67,38309699,1133333,1684788,2.010648,427.8196
1982.62,25.26,49.73,38325671,1133693,1685404,2.011143,427.7853
1998.91,25.26,49.75,38319403,1133693,1685813,2.008902,427.8337
1971.76,25.27,49.75,38312502,1132811,1685409,2.009339,427.4976
1998.91,25.27,49.77,38301728,1132629,1686427,2.011639,427.2934
